Country,trending_date,views
South Korea,17.03.12,440101
South Korea,17.03.12,287072
South Korea,17.03.12,2187428
South Korea,17.03.12,95951
South Korea,17.03.12,167726
South Korea,17.03.12,191828
South Korea,17.03.12,55795
South Korea,17.03.12,368171
South Korea,17.03.12,329672
South Korea,17.03.12,60634
South Korea,17.03.12,74100
South Korea,17.03.12,1330270
South Korea,17.03.12,41682
South Korea,17.03.12,521352
South Korea,17.03.12,37345
South Korea,17.03.12,222950
South Korea,17.03.12,136637
South Korea,17.03.12,124393
South Korea,17.03.12,132184
South Korea,17.03.12,151528
South Korea,17.03.12,40286
South Korea,17.03.12,223345
South Korea,17.03.12,124300
South Korea,17.03.12,139332
South Korea,17.03.12,313904
South Korea,17.03.12,182119
South Korea,17.03.12,122387
South Korea,17.03.12,154352
South Korea,17.03.12,362054
South Korea,17.03.12,152495
South Korea,17.03.12,243615
South Korea,17.03.12,115351
South Korea,17.03.12,170964
South Korea,17.03.12,157288
South Korea,17.03.12,34219
South Korea,17.03.12,222247
South Korea,17.03.12,133177
South Korea,17.03.12,182244
South Korea,17.03.12,74964
South Korea,17.03.12,399991
South Korea,17.03.12,63772
South Korea,17.03.12,461050
South Korea,17.03.12,50296
South Korea,17.03.12,200591
South Korea,17.03.12,44865
South Korea,17.03.12,113941
South Korea,17.03.12,233633
South Korea,17.03.12,40840
South Korea,17.03.12,82207
South Korea,17.03.12,93983
South Korea,17.03.12,65864
South Korea,17.03.12,161910
South Korea,17.03.12,33892
South Korea,17.03.12,93755
South Korea,17.03.12,79251
South Korea,17.03.12,36057
South Korea,17.03.12,231279
South Korea,17.03.12,83153
South Korea,17.03.12,27913
South Korea,17.03.12,84032
South Korea,17.03.12,84149
South Korea,17.03.12,42140
South Korea,17.03.12,24599
South Korea,17.03.12,1098240
South Korea,17.03.12,207069
South Korea,17.03.12,105942
South Korea,17.03.12,96499
South Korea,17.03.12,60392
South Korea,17.03.12,50415
South Korea,17.03.12,66102
South Korea,17.03.12,71594
South Korea,17.03.12,21023
South Korea,17.03.12,262430
South Korea,17.03.12,33916
South Korea,17.03.12,184901
South Korea,17.03.12,37077
South Korea,17.03.12,193250
South Korea,17.03.12,36233
South Korea,17.03.12,102119
South Korea,17.03.12,16382
South Korea,17.03.12,64966
South Korea,17.03.12,11247
South Korea,17.03.12,57039
South Korea,17.03.12,13740
South Korea,17.03.12,36668
South Korea,17.03.12,23324
South Korea,17.03.12,120500
South Korea,17.03.12,101929
South Korea,17.03.12,84828
South Korea,17.03.12,35249
South Korea,17.03.12,30939
South Korea,17.03.12,45616
South Korea,17.03.12,123166
South Korea,17.03.12,26222
South Korea,17.03.12,391079
South Korea,17.03.12,135258
South Korea,17.03.12,87137
South Korea,17.03.12,218056
South Korea,17.03.12,64926
South Korea,17.03.12,74131
South Korea,17.03.12,308422
South Korea,17.03.12,35222
South Korea,17.03.12,396908
South Korea,17.03.12,78455
South Korea,17.03.12,681057
South Korea,17.03.12,154843
South Korea,17.03.12,24081
South Korea,17.03.12,100777
South Korea,17.03.12,2199466
South Korea,17.03.12,58178
South Korea,17.03.12,52180
South Korea,17.03.12,158438
South Korea,17.03.12,46108
South Korea,17.03.12,43910
South Korea,17.03.12,78555
South Korea,17.03.12,1674371
South Korea,17.03.12,584678
South Korea,17.03.12,126120
South Korea,17.03.12,34636
South Korea,17.03.12,12808
South Korea,17.03.12,42378
South Korea,17.03.12,88198
South Korea,17.03.12,27876
South Korea,17.03.12,70229
South Korea,17.03.12,126845
South Korea,17.03.12,948383
South Korea,17.03.12,66217
South Korea,17.03.12,187859
South Korea,17.03.12,239069
South Korea,17.03.12,82377
South Korea,17.03.12,127421
South Korea,17.03.12,86797
South Korea,17.03.12,419447
South Korea,17.03.12,67231
South Korea,17.03.12,64125
South Korea,17.03.12,32883
South Korea,17.03.12,206441
South Korea,17.03.12,126020
South Korea,17.03.12,927464
South Korea,17.03.12,559961
South Korea,17.03.12,22438
South Korea,17.03.12,28828
South Korea,17.03.12,286192
South Korea,17.03.12,45060
South Korea,17.03.12,255405
South Korea,17.03.12,29911
South Korea,17.03.12,26236
South Korea,17.03.12,9732
South Korea,17.03.12,1170576
South Korea,17.03.12,459495
South Korea,17.03.12,14197878
South Korea,17.03.12,178231
South Korea,17.03.12,36884
South Korea,17.03.12,55762
South Korea,17.03.12,33037
South Korea,17.03.12,75195
South Korea,17.03.12,64863
South Korea,17.04.12,450423
South Korea,17.04.12,271490
South Korea,17.04.12,468539
South Korea,17.04.12,586599
South Korea,17.04.12,388600
South Korea,17.04.12,80360459
South Korea,17.04.12,2405966
South Korea,17.04.12,260799
South Korea,17.04.12,286310
South Korea,17.04.12,136869
South Korea,17.04.12,297294
South Korea,17.04.12,230675
South Korea,17.04.12,98492
South Korea,17.04.12,359959
South Korea,17.04.12,119198
South Korea,17.04.12,43059
South Korea,17.04.12,385021
South Korea,17.04.12,69324
South Korea,17.04.12,45782
South Korea,17.04.12,196789
South Korea,17.04.12,304221
South Korea,17.04.12,131792
South Korea,17.04.12,164695
South Korea,17.04.12,364664
South Korea,17.04.12,104003
South Korea,17.04.12,78358
South Korea,17.04.12,1524350
South Korea,17.04.12,78813
South Korea,17.04.12,155303
South Korea,17.04.12,50011
South Korea,17.04.12,22793
South Korea,17.04.12,257477
South Korea,17.04.12,27260
South Korea,17.04.12,76243
South Korea,17.04.12,73268
South Korea,17.04.12,13298
South Korea,17.04.12,34683
South Korea,17.04.12,341606
South Korea,17.04.12,38158
South Korea,17.04.12,31087
South Korea,17.04.12,277245
South Korea,17.04.12,103680
South Korea,17.04.12,102149
South Korea,17.04.12,161064
South Korea,17.04.12,152570
South Korea,17.04.12,104882
South Korea,17.04.12,66339
South Korea,17.04.12,60924
South Korea,17.04.12,240637
South Korea,17.04.12,114570
South Korea,17.04.12,74584
South Korea,17.04.12,86306
South Korea,17.04.12,52205
South Korea,17.04.12,21768
South Korea,17.04.12,51093
South Korea,17.04.12,51767
South Korea,17.04.12,78752
South Korea,17.04.12,47236
South Korea,17.04.12,36168
South Korea,17.04.12,551501
South Korea,17.04.12,122627
South Korea,17.04.12,284180
South Korea,17.04.12,14482
South Korea,17.04.12,18507
South Korea,17.04.12,130127
South Korea,17.04.12,227290
South Korea,17.04.12,16286
South Korea,17.04.12,46189
South Korea,17.04.12,14552
South Korea,17.04.12,107031
South Korea,17.04.12,44029
South Korea,17.04.12,35560
South Korea,17.04.12,78817
South Korea,17.04.12,25669
South Korea,17.04.12,55801
South Korea,17.04.12,376370
South Korea,17.04.12,129000
South Korea,17.04.12,74732
South Korea,17.04.12,87244
South Korea,17.04.12,60640
South Korea,17.04.12,2847270
South Korea,17.04.12,84740
South Korea,17.04.12,427430
South Korea,17.04.12,3831858
South Korea,17.04.12,168644
South Korea,17.04.12,11765
South Korea,17.04.12,283071
South Korea,17.04.12,89182
South Korea,17.04.12,12130
South Korea,17.04.12,24760
South Korea,17.04.12,14761
South Korea,17.04.12,89338
South Korea,17.04.12,253753
South Korea,17.04.12,200457
South Korea,17.04.12,43215
South Korea,17.04.12,212318
South Korea,17.04.12,208181
South Korea,17.04.12,94649
South Korea,17.04.12,140337
South Korea,17.04.12,244158
South Korea,17.04.12,496273
South Korea,17.04.12,30185
South Korea,17.04.12,58651
South Korea,17.04.12,47593
South Korea,17.04.12,231407
South Korea,17.04.12,75606
South Korea,17.04.12,6892
South Korea,17.04.12,22538
South Korea,17.04.12,94878
South Korea,17.04.12,67660
South Korea,17.04.12,1160861
South Korea,17.04.12,15224
South Korea,17.04.12,37493
South Korea,17.04.12,165756
South Korea,17.04.12,107308
South Korea,17.04.12,238124
South Korea,17.04.12,94244
South Korea,17.04.12,62131
South Korea,17.04.12,109983
South Korea,17.04.12,108509
South Korea,17.04.12,42481
South Korea,17.04.12,70947
South Korea,17.04.12,128701
South Korea,17.04.12,84729
South Korea,17.04.12,1830273
South Korea,17.04.12,51414
South Korea,17.04.12,73135
South Korea,17.04.12,184436
South Korea,17.04.12,25366
South Korea,17.04.12,25407
South Korea,17.04.12,27942
South Korea,17.04.12,104439
South Korea,17.04.12,189901
South Korea,17.04.12,87052
South Korea,17.04.12,128673
South Korea,17.04.12,398021
South Korea,17.04.12,170520
South Korea,17.04.12,184842
South Korea,17.04.12,135741
South Korea,17.04.12,95854
South Korea,17.04.12,50237
South Korea,17.04.12,90743
South Korea,17.04.12,19316205
South Korea,17.04.12,210068
South Korea,17.04.12,34199
South Korea,17.04.12,639987
South Korea,17.04.12,36997
South Korea,17.04.12,646684
South Korea,17.04.12,74863
South Korea,17.04.12,28614
South Korea,17.04.12,467293
South Korea,17.04.12,47783
South Korea,17.04.12,949159
South Korea,17.04.12,36843
South Korea,17.04.12,101934
South Korea,17.04.12,26936
South Korea,17.04.12,50285
South Korea,17.04.12,14197
South Korea,17.05.12,655507
South Korea,17.05.12,520669
South Korea,17.05.12,3418879
South Korea,17.05.12,150365
South Korea,17.05.12,460020
South Korea,17.05.12,121589
South Korea,17.05.12,659339
South Korea,17.05.12,68732
South Korea,17.05.12,679778
South Korea,17.05.12,514601
South Korea,17.05.12,711753
South Korea,17.05.12,2693367
South Korea,17.05.12,40859
South Korea,17.05.12,127340
South Korea,17.05.12,1576900
South Korea,17.05.12,183955
South Korea,17.05.12,52461
South Korea,17.05.12,23006
South Korea,17.05.12,91306
South Korea,17.05.12,68655
South Korea,17.05.12,317924
South Korea,17.05.12,287328
South Korea,17.05.12,36380
South Korea,17.05.12,42959
South Korea,17.05.12,53783
South Korea,17.05.12,147024
South Korea,17.05.12,100382
South Korea,17.05.12,175741
South Korea,17.05.12,33378
South Korea,17.05.12,2597508
South Korea,17.05.12,193382
South Korea,17.05.12,87666
South Korea,17.05.12,93529
South Korea,17.05.12,42267
South Korea,17.05.12,179198
South Korea,17.05.12,82410
South Korea,17.05.12,62499
South Korea,17.05.12,292527
South Korea,17.05.12,15845
South Korea,17.05.12,41941
South Korea,17.05.12,18193
South Korea,17.05.12,17162
South Korea,17.05.12,118959
South Korea,17.05.12,127972
South Korea,17.05.12,256231
South Korea,17.05.12,21780
South Korea,17.05.12,243896
South Korea,17.05.12,15634
South Korea,17.05.12,16908
South Korea,17.05.12,27585
South Korea,17.05.12,346235
South Korea,17.05.12,65558
South Korea,17.05.12,25059
South Korea,17.05.12,84281319
South Korea,17.05.12,53979
South Korea,17.05.12,394403
South Korea,17.05.12,24330
South Korea,17.05.12,8957
South Korea,17.05.12,32231
South Korea,17.05.12,20336
South Korea,17.05.12,147031
South Korea,17.05.12,25732
South Korea,17.05.12,118934
South Korea,17.05.12,169279
South Korea,17.05.12,20735
South Korea,17.05.12,29775
South Korea,17.05.12,167020
South Korea,17.05.12,49775
South Korea,17.05.12,111951
South Korea,17.05.12,182576
South Korea,17.05.12,113888
South Korea,17.05.12,23702
South Korea,17.05.12,11097
South Korea,17.05.12,169601
South Korea,17.05.12,10116
South Korea,17.05.12,385938
South Korea,17.05.12,34940
South Korea,17.05.12,230427
South Korea,17.05.12,55343
South Korea,17.05.12,89849
South Korea,17.05.12,18088
South Korea,17.05.12,132632
South Korea,17.05.12,18089
South Korea,17.05.12,38740
South Korea,17.05.12,85710
South Korea,17.05.12,109469
South Korea,17.05.12,10741
South Korea,17.05.12,82179
South Korea,17.05.12,165135
South Korea,17.05.12,43889
South Korea,17.05.12,18678
South Korea,17.05.12,14278
South Korea,17.05.12,87431
South Korea,17.05.12,23670
South Korea,17.05.12,289579
South Korea,17.05.12,22276
South Korea,17.05.12,308861
South Korea,17.05.12,182610
South Korea,17.05.12,46346
South Korea,17.05.12,471323
South Korea,17.05.12,355599
South Korea,17.05.12,36261
South Korea,17.05.12,102152
South Korea,17.05.12,116258
South Korea,17.05.12,1700753
South Korea,17.05.12,47666
South Korea,17.05.12,26209
South Korea,17.05.12,114659
South Korea,17.05.12,31713
South Korea,17.05.12,25972
South Korea,17.05.12,40652
South Korea,17.05.12,58050
South Korea,17.05.12,9517
South Korea,17.05.12,27289
South Korea,17.05.12,1664265
South Korea,17.05.12,250194
South Korea,17.05.12,51332
South Korea,17.05.12,25126
South Korea,17.05.12,4095892
South Korea,17.05.12,20024
South Korea,17.05.12,19331
South Korea,17.05.12,22972
South Korea,17.05.12,209715
South Korea,17.05.12,254419
South Korea,17.05.12,149253
South Korea,17.05.12,40155
South Korea,17.05.12,302664
South Korea,17.05.12,23537
South Korea,17.05.12,18484
South Korea,17.05.12,54131
South Korea,17.05.12,328439
South Korea,17.05.12,32810
South Korea,17.05.12,47945
South Korea,17.05.12,568047
South Korea,17.05.12,39149
South Korea,17.05.12,32386
South Korea,17.05.12,4754601
South Korea,17.05.12,44009
South Korea,17.05.12,68723
South Korea,17.05.12,27572
South Korea,17.05.12,66175
South Korea,17.05.12,67851
South Korea,17.05.12,1819282
South Korea,17.05.12,92932
South Korea,17.05.12,38166
South Korea,17.05.12,268064
South Korea,17.05.12,11102
South Korea,17.05.12,162079
South Korea,17.05.12,459050
South Korea,17.05.12,126800
South Korea,17.05.12,149953
South Korea,17.05.12,165410
South Korea,17.05.12,125559
South Korea,17.05.12,46619
South Korea,17.05.12,152036
South Korea,17.05.12,1118920
South Korea,17.05.12,17421
South Korea,17.05.12,43084
South Korea,17.05.12,194908
South Korea,17.05.12,187044
South Korea,17.05.12,162135
South Korea,17.05.12,96046
South Korea,17.05.12,343444
South Korea,17.05.12,224929
South Korea,17.05.12,28202
South Korea,17.05.12,265466
South Korea,17.05.12,92631
South Korea,17.05.12,212538
South Korea,17.05.12,303243
South Korea,17.05.12,172298
South Korea,17.05.12,93770
South Korea,17.05.12,12048
South Korea,17.05.12,15689
South Korea,17.05.12,43725
South Korea,17.05.12,216690
South Korea,17.05.12,35992
South Korea,17.05.12,84013
South Korea,17.05.12,287017
South Korea,17.05.12,163720
South Korea,17.05.12,501508
South Korea,17.05.12,380484
South Korea,17.05.12,65767
South Korea,17.05.12,245729
South Korea,17.05.12,599595
South Korea,17.05.12,10806
South Korea,17.05.12,98659
South Korea,17.05.12,55969
South Korea,17.05.12,61926
South Korea,17.05.12,17050
South Korea,17.05.12,99308
South Korea,17.05.12,42743
South Korea,17.05.12,45471
South Korea,17.05.12,92465
South Korea,17.05.12,1235383
South Korea,17.06.12,142724
South Korea,17.06.12,147670
South Korea,17.06.12,172464
South Korea,17.06.12,103531
South Korea,17.06.12,310033
South Korea,17.06.12,4747248
South Korea,17.06.12,885987
South Korea,17.06.12,134251
South Korea,17.06.12,207596
South Korea,17.06.12,39243
South Korea,17.06.12,2557602
South Korea,17.06.12,909343
South Korea,17.06.12,648361
South Korea,17.06.12,4740233
South Korea,17.06.12,58650
South Korea,17.06.12,125345
South Korea,17.06.12,59597
South Korea,17.06.12,590321
South Korea,17.06.12,102886
South Korea,17.06.12,109865
South Korea,17.06.12,71166
South Korea,17.06.12,146290
South Korea,17.06.12,44911
South Korea,17.06.12,59664
South Korea,17.06.12,46705
South Korea,17.06.12,56724
South Korea,17.06.12,93432
South Korea,17.06.12,38583
South Korea,17.06.12,549122
South Korea,17.06.12,46239
South Korea,17.06.12,19535
South Korea,17.06.12,33584
South Korea,17.06.12,24804
South Korea,17.06.12,963410
South Korea,17.06.12,45223
South Korea,17.06.12,35783
South Korea,17.06.12,119725
South Korea,17.06.12,81820
South Korea,17.06.12,33915
South Korea,17.06.12,34202
South Korea,17.06.12,68755
South Korea,17.06.12,108592
South Korea,17.06.12,279022
South Korea,17.06.12,74561
South Korea,17.06.12,17447
South Korea,17.06.12,14961
South Korea,17.06.12,201930
South Korea,17.06.12,739610
South Korea,17.06.12,43183
South Korea,17.06.12,103969
South Korea,17.06.12,66693
South Korea,17.06.12,26042
South Korea,17.06.12,779742
South Korea,17.06.12,31361
South Korea,17.06.12,16638
South Korea,17.06.12,142567
South Korea,17.06.12,58494
South Korea,17.06.12,17492
South Korea,17.06.12,47589
South Korea,17.06.12,13018
South Korea,17.06.12,10812
South Korea,17.06.12,29507
South Korea,17.06.12,9528
South Korea,17.06.12,213321
South Korea,17.06.12,38603
South Korea,17.06.12,184490
South Korea,17.06.12,56689
South Korea,17.06.12,43639
South Korea,17.06.12,78268
South Korea,17.06.12,71155
South Korea,17.06.12,9630
South Korea,17.06.12,27511
South Korea,17.06.12,68154
South Korea,17.06.12,7550
South Korea,17.06.12,321798
South Korea,17.06.12,23096
South Korea,17.06.12,2767797
South Korea,17.06.12,11585
South Korea,17.06.12,79326
South Korea,17.06.12,43103
South Korea,17.06.12,134788
South Korea,17.06.12,18741
South Korea,17.06.12,16692
South Korea,17.06.12,72396
South Korea,17.06.12,35326
South Korea,17.06.12,24670
South Korea,17.06.12,42336
South Korea,17.06.12,16393
South Korea,17.06.12,198082
South Korea,17.06.12,99302
South Korea,17.06.12,7236
South Korea,17.06.12,59383
South Korea,17.06.12,93533
South Korea,17.06.12,346935
South Korea,17.06.12,29920
South Korea,17.06.12,125340
South Korea,17.06.12,43811
South Korea,17.06.12,80968
South Korea,17.06.12,200097
South Korea,17.06.12,34129
South Korea,17.06.12,35548
South Korea,17.06.12,45263
South Korea,17.06.12,206179
South Korea,17.06.12,315668
South Korea,17.06.12,47627
South Korea,17.06.12,150626
South Korea,17.06.12,63374
South Korea,17.06.12,141065
South Korea,17.06.12,49924
South Korea,17.06.12,32051
South Korea,17.06.12,28334
South Korea,17.06.12,42072
South Korea,17.06.12,201184
South Korea,17.06.12,21989
South Korea,17.06.12,21011
South Korea,17.06.12,21388
South Korea,17.06.12,111250
South Korea,17.06.12,17706
South Korea,17.06.12,1271325
South Korea,17.06.12,192210
South Korea,17.06.12,64564
South Korea,17.06.12,20025
South Korea,17.06.12,28500
South Korea,17.06.12,6068
South Korea,17.06.12,28840
South Korea,17.06.12,76517
South Korea,17.06.12,409068
South Korea,17.06.12,87450245
South Korea,17.06.12,84556
South Korea,17.06.12,75179
South Korea,17.06.12,97070
South Korea,17.06.12,126366
South Korea,17.06.12,11634
South Korea,17.06.12,32732
South Korea,17.06.12,39918
South Korea,17.06.12,280760
South Korea,17.06.12,266512
South Korea,17.06.12,96819
South Korea,17.06.12,1092832
South Korea,17.06.12,54211
South Korea,17.06.12,426357
South Korea,17.06.12,178706
South Korea,17.06.12,57855
South Korea,17.06.12,398308
South Korea,17.06.12,86869
South Korea,17.06.12,163251
South Korea,17.06.12,24342
South Korea,17.06.12,145910
South Korea,17.06.12,188149
South Korea,17.06.12,210816
South Korea,17.06.12,90079
South Korea,17.06.12,258211
South Korea,17.06.12,219291
South Korea,17.06.12,259363
South Korea,17.06.12,65917
South Korea,17.06.12,392426
South Korea,17.06.12,11907
South Korea,17.06.12,28125
South Korea,17.06.12,27306
South Korea,17.06.12,35949
South Korea,17.06.12,1852966
South Korea,17.06.12,32066
South Korea,17.06.12,1894964
South Korea,17.06.12,20741
South Korea,17.07.12,310421
South Korea,17.07.12,234769
South Korea,17.07.12,231889
South Korea,17.07.12,272445
South Korea,17.07.12,394214
South Korea,17.07.12,212944
South Korea,17.07.12,74161
South Korea,17.07.12,3295581
South Korea,17.07.12,126444
South Korea,17.07.12,223340
South Korea,17.07.12,74643
South Korea,17.07.12,144101
South Korea,17.07.12,103436
South Korea,17.07.12,135641
South Korea,17.07.12,369835
South Korea,17.07.12,5693516
South Korea,17.07.12,127066
South Korea,17.07.12,1151550
South Korea,17.07.12,98554
South Korea,17.07.12,45323
South Korea,17.07.12,73094
South Korea,17.07.12,88305
South Korea,17.07.12,147255
South Korea,17.07.12,246081
South Korea,17.07.12,55659
South Korea,17.07.12,94886
South Korea,17.07.12,150609
South Korea,17.07.12,108358
South Korea,17.07.12,35010
South Korea,17.07.12,46969
South Korea,17.07.12,6133557
South Korea,17.07.12,86276
South Korea,17.07.12,56298
South Korea,17.07.12,66634
South Korea,17.07.12,678693
South Korea,17.07.12,258925
South Korea,17.07.12,42744
South Korea,17.07.12,31865
South Korea,17.07.12,57460
South Korea,17.07.12,31322
South Korea,17.07.12,90927
South Korea,17.07.12,40525
South Korea,17.07.12,156821
South Korea,17.07.12,177371
South Korea,17.07.12,644740
South Korea,17.07.12,343865
South Korea,17.07.12,118387
South Korea,17.07.12,64035
South Korea,17.07.12,84673
South Korea,17.07.12,48572
South Korea,17.07.12,45704
South Korea,17.07.12,51018
South Korea,17.07.12,24744
South Korea,17.07.12,93645
South Korea,17.07.12,26853
South Korea,17.07.12,724017
South Korea,17.07.12,80184
South Korea,17.07.12,23329
South Korea,17.07.12,30968
South Korea,17.07.12,22092
South Korea,17.07.12,106701
South Korea,17.07.12,26024
South Korea,17.07.12,26348
South Korea,17.07.12,231762
South Korea,17.07.12,119762
South Korea,17.07.12,28470
South Korea,17.07.12,143360
South Korea,17.07.12,193606
South Korea,17.07.12,15106
South Korea,17.07.12,35324
South Korea,17.07.12,85677
South Korea,17.07.12,17441
South Korea,17.07.12,154615
South Korea,17.07.12,67851
South Korea,17.07.12,68131
South Korea,17.07.12,25665
South Korea,17.07.12,31840
South Korea,17.07.12,21847
South Korea,17.07.12,10170
South Korea,17.07.12,162072
South Korea,17.07.12,34130
South Korea,17.07.12,108355
South Korea,17.07.12,47279
South Korea,17.07.12,119082
South Korea,17.07.12,6746
South Korea,17.07.12,107459
South Korea,17.07.12,18512
South Korea,17.07.12,37881
South Korea,17.07.12,18041
South Korea,17.07.12,42464
South Korea,17.07.12,203736
South Korea,17.07.12,14251
South Korea,17.07.12,15616
South Korea,17.07.12,764206
South Korea,17.07.12,1157153
South Korea,17.07.12,209703
South Korea,17.07.12,430012
South Korea,17.07.12,88194
South Korea,17.07.12,7992
South Korea,17.07.12,90159
South Korea,17.07.12,41521
South Korea,17.07.12,148018
South Korea,17.07.12,265903
South Korea,17.07.12,58924
South Korea,17.07.12,60619
South Korea,17.07.12,78995
South Korea,17.07.12,45124
South Korea,17.07.12,337061
South Korea,17.07.12,51576
South Korea,17.07.12,601899
South Korea,17.07.12,47000
South Korea,17.07.12,38414
South Korea,17.07.12,20541
South Korea,17.07.12,20105
South Korea,17.07.12,190445
South Korea,17.07.12,27182
South Korea,17.07.12,1551938
South Korea,17.07.12,143910
South Korea,17.07.12,74663
South Korea,17.07.12,2914453
South Korea,17.07.12,33900
South Korea,17.07.12,228574
South Korea,17.07.12,495226
South Korea,17.07.12,2475003
South Korea,17.07.12,148007
South Korea,17.07.12,33010
South Korea,17.07.12,848918
South Korea,17.07.12,54351
South Korea,17.07.12,366203
South Korea,17.07.12,9207
South Korea,17.07.12,208287
South Korea,17.07.12,13309
South Korea,17.07.12,17033
South Korea,17.07.12,296748
South Korea,17.07.12,7058
South Korea,17.07.12,152567
South Korea,17.07.12,168228
South Korea,17.07.12,32628
South Korea,17.07.12,10940
South Korea,17.07.12,206956
South Korea,17.07.12,164700
South Korea,17.07.12,71177
South Korea,17.07.12,16712
South Korea,17.07.12,269222
South Korea,17.07.12,105835
South Korea,17.07.12,77042
South Korea,17.07.12,104833
South Korea,17.07.12,46447
South Korea,17.07.12,94241
South Korea,17.08.12,676943
South Korea,17.08.12,306450
South Korea,17.08.12,180567
South Korea,17.08.12,148014
South Korea,17.08.12,262040
South Korea,17.08.12,238938
South Korea,17.08.12,61259
South Korea,17.08.12,412884
South Korea,17.08.12,156834
South Korea,17.08.12,142158
South Korea,17.08.12,510860
South Korea,17.08.12,107450
South Korea,17.08.12,205271
South Korea,17.08.12,453827
South Korea,17.08.12,295714
South Korea,17.08.12,259240
South Korea,17.08.12,125921
South Korea,17.08.12,148354
South Korea,17.08.12,77863
South Korea,17.08.12,101559
South Korea,17.08.12,90081
South Korea,17.08.12,188047
South Korea,17.08.12,56140
South Korea,17.08.12,73078
South Korea,17.08.12,500984
South Korea,17.08.12,241873
South Korea,17.08.12,236322
South Korea,17.08.12,24472
South Korea,17.08.12,64878
South Korea,17.08.12,36889
South Korea,17.08.12,294884
South Korea,17.08.12,47271
South Korea,17.08.12,85266
South Korea,17.08.12,30326
South Korea,17.08.12,70728
South Korea,17.08.12,13197
South Korea,17.08.12,51767
South Korea,17.08.12,39650
South Korea,17.08.12,84370
South Korea,17.08.12,333596
South Korea,17.08.12,52611730
South Korea,17.08.12,3804263
South Korea,17.08.12,45215
South Korea,17.08.12,210579
South Korea,17.08.12,122184
South Korea,17.08.12,270763
South Korea,17.08.12,122592
South Korea,17.08.12,26863
South Korea,17.08.12,18863
South Korea,17.08.12,84387
South Korea,17.08.12,85711
South Korea,17.08.12,34050
South Korea,17.08.12,174904
South Korea,17.08.12,164801
South Korea,17.08.12,21514
South Korea,17.08.12,51829
South Korea,17.08.12,109144
South Korea,17.08.12,45651
South Korea,17.08.12,46560
South Korea,17.08.12,117208
South Korea,17.08.12,33681
South Korea,17.08.12,224146
South Korea,17.08.12,18955
South Korea,17.08.12,50715
South Korea,17.08.12,109139
South Korea,17.08.12,116123
South Korea,17.08.12,156155
South Korea,17.08.12,114279
South Korea,17.08.12,143150
South Korea,17.08.12,133921
South Korea,17.08.12,67691
South Korea,17.08.12,60738
South Korea,17.08.12,58494
South Korea,17.08.12,6403826
South Korea,17.08.12,14057
South Korea,17.08.12,4565455
South Korea,17.08.12,52479
South Korea,17.08.12,26852
South Korea,17.08.12,25998
South Korea,17.08.12,51977
South Korea,17.08.12,105109
South Korea,17.08.12,28664
South Korea,17.08.12,15741
South Korea,17.08.12,67645
South Korea,17.08.12,53259
South Korea,17.08.12,9956
South Korea,17.08.12,32581
South Korea,17.08.12,23432
South Korea,17.08.12,10563
South Korea,17.08.12,48575
South Korea,17.08.12,11908
South Korea,17.08.12,101257
South Korea,17.08.12,160727
South Korea,17.08.12,389238
South Korea,17.08.12,72850
South Korea,17.08.12,333590
South Korea,17.08.12,53733
South Korea,17.08.12,100701
South Korea,17.08.12,33778
South Korea,17.08.12,35557
South Korea,17.08.12,1629316
South Korea,17.08.12,18081
South Korea,17.08.12,44177
South Korea,17.08.12,99803
South Korea,17.08.12,263810
South Korea,17.08.12,95967
South Korea,17.08.12,32606
South Korea,17.08.12,7080039
South Korea,17.08.12,884044
South Korea,17.08.12,318128
South Korea,17.08.12,61278
South Korea,17.08.12,75921
South Korea,17.08.12,208335
South Korea,17.08.12,1654526
South Korea,17.08.12,118918
South Korea,17.08.12,31275
South Korea,17.08.12,197597
South Korea,17.08.12,36407
South Korea,17.08.12,375037
South Korea,17.08.12,40971
South Korea,17.08.12,75281
South Korea,17.08.12,31315
South Korea,17.08.12,681838
South Korea,17.08.12,193299
South Korea,17.08.12,17156
South Korea,17.08.12,25049
South Korea,17.08.12,8337
South Korea,17.08.12,210396
South Korea,17.08.12,815973
South Korea,17.08.12,32525
South Korea,17.08.12,119417
South Korea,17.08.12,1231855
South Korea,17.08.12,88963
South Korea,17.08.12,113442
South Korea,17.08.12,1261426
South Korea,17.08.12,27024
South Korea,17.08.12,16595
South Korea,17.08.12,24582
South Korea,17.08.12,28096
South Korea,17.08.12,685244
South Korea,17.08.12,53330
South Korea,17.08.12,56869
South Korea,17.08.12,205277
South Korea,17.08.12,24055
South Korea,17.08.12,77987
South Korea,17.08.12,28355
South Korea,17.08.12,126155
South Korea,17.08.12,45743
South Korea,17.08.12,1606486
South Korea,17.08.12,117967
South Korea,17.08.12,229032
South Korea,17.08.12,26446
South Korea,17.08.12,10319
South Korea,17.08.12,13628
South Korea,17.08.12,25978
South Korea,17.08.12,91419
South Korea,17.08.12,11319
South Korea,17.08.12,787846
South Korea,17.08.12,38609
South Korea,17.08.12,132607
South Korea,17.08.12,298926
South Korea,17.09.12,931072
South Korea,17.09.12,682664
South Korea,17.09.12,446529
South Korea,17.09.12,311790
South Korea,17.09.12,173376
South Korea,17.09.12,402002
South Korea,17.09.12,337108
South Korea,17.09.12,123433
South Korea,17.09.12,96102
South Korea,17.09.12,179271
South Korea,17.09.12,142075
South Korea,17.09.12,96151
